claim,dataset,seed,baseline,final_return,auc,first_success_episode,coverage,mbeta_hat,bound_residual,td_target_variance,gate_sensitivity_slope,reward_channel_dominance,critic_drift_rate
h1,MiniGrid-MultiRoom-N6,23,ICM_fixed_beta,0.6064346547576477,0.5270196769717941,175.058144962098,0.5662108764648457,0.3484198099383965,0.04267034602053257,0.13689149885306476,0.9098850926820287,0.2957552941206432,0.24788484384063625
h1,MiniGrid-MultiRoom-N6,23,ACWI_style,0.5803257853846223,0.5359441412673642,174.4216717838344,0.5575082644200974,0.3026607417106984,0.024769074874788403,0.10256808718401761,1.023648682198586,0.2840519542529273,0.2971800775564443
h1,MiniGrid-MultiRoom-N6,23,Contrastive_always_on,0.5628136906943662,0.5625139748783455,165.11917940112494,0.5356297442176575,0.2865835458091414,0.04911989432922536,0.11901592720324378,0.854791260694947,0.30875181380783284,0.22995260542768436
h1,MiniGrid-MultiRoom-N6,47,CCGO_adaptive,0.7286655600393099,0.684647250897258,149.77573719728016,0.6757122176083161,0.14287050094640683,0.02285202849119713,0.071989179806603,0.9623070769054618,0.22659045134786618,0.18225717435170538
h1,MiniGrid-MultiRoom-N6,47,HER_SAC,0.6147146760666922,0.566621218916432,158.13973834901384,0.5614304848231944,0.27575160136525834,0.027832975212170145,0.11707573419719539,0.9799761447795812,0.24268888011216236,0.27972074412728315
h1,MiniGrid-MultiRoom-N6,47,RND_fixed_beta,0.5682197859127063,0.5546603842010447,180.72830801370057,0.5522179638606837,0.3353360619304029,0.01864674644041192,0.1324620522707463,1.004511548279076,0.3010520438561961,0.2568031380247229
h1,MiniGrid-MultiRoom-N6,47,ICM_fixed_beta,0.6023648714417322,0.5391748875656578,170.64404401400114,0.5174222056198121,0.3558753062437135,0.030188697548362165,0.1381944027329325,0.9234313699556079,0.3304517149902055,0.23116770793261485
h1,MiniGrid-MultiRoom-N6,47,ACWI_style,0.5986178356613193,0.5532360337725273,175.92577075932653,0.6277407635942395,0.3134913009148241,0.0341782337109184,0.11016442035234765,1.0789443398003382,0.24680008882346097,0.2264357354389882
h1,MiniGrid-MultiRoom-N6,47,Contrastive_always_on,0.5879524288739119,0.5523075269861598,172.13681155285462,0.5187307063341793,0.28786255890816553,0.026151507886632022,0.12403512368628745,0.9596587023359695,0.24905003323326025,0.2558082772406742
h1,MiniGrid-MultiRoom-N6,89,CCGO_adaptive,0.7428504040233835,0.6657468933822298,164.94445758069165,0.6329198768611276,0.1651443125576758,0.04031387506212303,0.09163057034212897,0.9920369564907517,0.2705736360879923,0.19410381848473673
h1,MiniGrid-MultiRoom-N6,89,HER_SAC,0.6106140320601618,0.5425653659609763,166.7772274196229,0.6117326410429184,0.2708553374522932,0.033012475041063666,0.1324453556252263,0.9256108365163638,0.250237579799068,0.27728557358328576
h1,MiniGrid-MultiRoom-N6,89,RND_fixed_beta,0.6021082130491521,0.5170406466612323,177.12831365566188,0.5519214827361272,0.35321914301113966,0.04004084563615555,0.12776153064697093,0.9259893398876257,0.3005299849557423,0.2748776156901314
h1,MiniGrid-MultiRoom-N6,89,ICM_fixed_beta,0.5649774854634929,0.525870328062486,181.87657545170038,0.5232035944555926,0.34798188963663673,0.01325311178614329,0.1348908385900862,1.0643748136952962,0.2864811694856892,0.19999190030885927
h1,MiniGrid-MultiRoom-N6,89,ACWI_style,0.6103366157391158,0.5601421997422782,167.8594429813368,0.5407837301835211,0.2736053432367029,0.03916726245024386,0.11048559333731996,0.9489699426935039,0.25571856672099175,0.2843130568860218
h1,MiniGrid-MultiRoom-N6,89,Contrastive_always_on,0.5736535173646191,0.5573210838431434,179.7728830743067,0.5410875353769747,0.3011216534534292,0.053063634885786956,0.14115520971846296,0.888612206136442,0.28585182442075335,0.2766825587925887
h1,MiniGrid-MultiRoom-N6,131,CCGO_adaptive,0.7522239313510557,0.721694910579109,165.0547679891449,0.6287604125381575,0.13340298528981318,0.026455667924820833,0.08472179403756985,1.0265510948602647,0.269250191611824,0.2148861328557905
h1,MiniGrid-MultiRoom-N6,131,HER_SAC,0.6271287586450532,0.5853857801589334,173.1456588229702,0.5662569477229712,0.2707877526244169,0.013495828187724643,0.11703377050025249,0.801660308982665,0.2796684059779548,0.22626706938296645
h1,MiniGrid-MultiRoom-N6,131,RND_fixed_beta,0.5685955266271183,0.5471485384877511,174.82639104965054,0.5440114305202932,0.33033675533138046,0.04236119952845974,0.1265677996514624,1.1081425810762002,0.30048252295708694,0.31271238717565947
h1,MiniGrid-MultiRoom-N6,131,ICM_fixed_beta,0.5681005768980301,0.5081751071479262,169.0949382395474,0.6064967145401374,0.33568862094192614,0.034049700202577214,0.1293412484349371,0.9918382951183444,0.2769159696636529,0.2670213062127635
h1,MiniGrid-MultiRoom-N6,131,ACWI_style,0.6077496744923017,0.562272079914212,181.31841066503463,0.5939173402731054,0.301454845987721,0.014906896928118415,0.12015964040491237,0.9888836557459552,0.35138907745319414,0.27418756206786005
h1,MiniGrid-MultiRoom-N6,131,Contrastive_always_on,0.5893328362252144,0.5516984697646289,182.69288157685043,0.5485159583168943,0.2872495256632497,0.05098158389906347,0.12774177838774062,1.0388945167767407,0.26179610490353433,0.29359679405448463
h1,MiniGrid-MultiRoom-N6,197,CCGO_adaptive,0.7752975275975162,0.6764507393791459,169.55102475354988,0.6387243430139978,0.1318317535070199,0.0356022262872974,0.09791618493776702,1.1507520237264772,0.2564446784253742,0.23904210204480902
h1,MiniGrid-MultiRoom-N6,197,HER_SAC,0.6442170375357607,0.5803031481569236,172.730466326262,0.599033278690766,0.29153154205678256,0.02885094437801468,0.10433965649806062,1.051774379582737,0.2613579009924854,0.2573611377156719
h1,MiniGrid-MultiRoom-N6,197,RND_fixed_beta,0.5495474694002815,0.5569795331893014,168.67069271940179,0.612791982422032,0.3181633178909335,0.02830284970251839,0.14520919682456457,0.9480273018198467,0.2916381284030263,0.20479614125122506
h1,MiniGrid-MultiRoom-N6,197,ICM_fixed_beta,0.5455996634563821,0.5742567299181653,181.8811478617276,0.52973624160445,0.32443825253688025,0.04771575357235775,0.1281595465459793,1.024215103336906,0.3339225446921019,0.2739327755447256
h1,MiniGrid-MultiRoom-N6,197,ACWI_style,0.6254819239802935,0.5658430815943241,173.31425982517376,0.5896030394427647,0.2892451415329283,0.027751883264415522,0.11903479905354605,1.0219834492459519,0.2919917528803634,0.2252030079178163
h1,MiniGrid-MultiRoom-N6,197,Contrastive_always_on,0.5869451840952987,0.558779720168013,173.98536271246704,0.598859184040678,0.3099298271044623,0.03658956669968018,0.12086350974096112,1.001829390194912,0.31587452707503194,0.21197736094523117
